Token,Length,Frequency
teagasc,7,2
iomlán,6,2
aghaidh,7,2
Dlítear,7,2
maoin,5,2
nach,4,2
Náisiúin,8,2
fáil,4,2
teaghlach,9,2
lorg,4,2
chur,4,2
rialuithe,9,2
ach,3,2
cion,4,2
gcúrsaí,7,2
Chomhaltaí,10,2
áirítear,8,2
níos,4,2
príobháideach,13,2
tír,3,2
faoin,5,2
measc,5,2
Beidh,5,2
chreideamh,10,2
tuairime,8,2
forlámhach,10,2
chine,5,2
ceardchumainn,13,2
iomláine,8,1
ionas,5,1
Cothóidh,8,1
tseirbhís,9,1
inchúiseamh,11,1
deoraíocht,10,1
rogha,5,1
theaghlaigh,11,1
seirbhísí,9,1
slí,3,1
áite,4,1
fir,3,1
dual,4,1
leathadh,8,1
aonad,5,1
acmhainne,9,1
fostaíocht,10,1
Náisiún,7,1
onóra,5,1
phíonóis,8,1
ham,3,1
píonós,6,1
fairsinge,9,1
nádúra,6,1
páighe,6,1
Dearbú,6,1
amach,5,1
sóisialaí,9,1
tsaghas,7,1
shíor,5,1
Le,2,1
sháródh,7,1
mháthair,8,1
údarás,6,1
Ná,2,1
comhlachas,10,1
aoise,5,1
freastal,8,1
tuairim,7,1
ghnátha,7,1
saol,4,1
cónaí,5,1
feidm,5,1
éifeathtach,11,1
chinneadh,9,1
Gach,4,1
náisiún,7,1
l'athair,8,1
tosaigh,7,1
choinneáil,10,1
úidh,4,1
ghníomh,7,1
ghabháil,8,1
tsaoirse,8,1
tún,3,1
bun,3,1
géarleanúna,11,1
phóstas,7,1
chomhionann,11,1
teora,5,1
ngeall,6,1
Stáit,5,1
combrochtain,12,1
uafás,5,1
bhfiúntas,9,1
mheon,5,1
tuairimí,8,1
sosa,4,1
dhunie,6,1
Dearbhuithe,11,1
bhféadfaidh,11,1
léireofar,9,1
DUINE,5,1
shaor,5,1
cúnamh,6,1
shlánú,6,1
árd,3,1
phobail,7,1
tsaothair,9,1
chomhchoiteann,14,1
ionraic,7,1
éigeantach,10,1
leor,4,1
hamháin,7,1
príomha,7,1
áirithiú,8,1
credimh,7,1
caghdeáin,9,1
náirítear,9,1
bhuntreora,10,1
gcreideamh,10,1
áit,3,1
dtí,3,1
d'aon,5,1
breoiteachta,12,1
ndlínse,7,1
chomhthuiscint,14,1
gnéas,5,1
bearta,6,1
chuspóir,8,1
ghabhadar,9,1
athuair,7,1
chuir,5,1
dhaoirse,8,1
airítear,8,1
tionól,6,1
tearmann,8,1
dob,3,1
ionann,6,1
céimíocht,9,1
leanas,6,1
córa,4,1
chaomhaint,10,1
ascnamh,7,1
céastóireacht,13,1
Dlíonn,6,1
forlámach,9,1
fóirithin,9,1
bhanit,6,1
mhodh,5,1
bhótáil,7,1
thionscain,10,1
Duine,5,1
ndeánfaidh,10,1
ndearna,7,1
speisialta,10,1
eolas,5,1
Chairt,6,1
thrádáil,8,1
choinsias,9,1
comhcheart,10,1
mná,3,1
comhionannas,12,1
sóisilach,9,1
binsí,5,1
caonfhulaing,12,1
dearbhú,7,1
bia,3,1
cleachtadh,10,1
neach,5,1
AN,2,1
maireachtana,12,1
leagtha,7,1
filleadh,8,1
oideachais,10,1
cultúra,7,1
rialtas,7,1
theoranta,9,1
dínte,5,1
coiriúil,8,1
neampholaiticiúla,17,1
eagraíochta,11,1
aithinte,8,1
chomhair,8,1
táirchéimneach,14,1
pholitíochta,12,1
bhac,4,1
organ,5,1
gcríocha,8,1
mí,2,1
maraon,6,1
saothair,8,1
Ar,2,1
gearrfar,8,1
sna,3,1
pearsan,7,1
ráthú,5,1
bunreacht,9,1
Saoláitear,10,1
adhradh,7,1
pearsantacht,12,1
chreidimh,9,1
UILE,4,1
thráth,6,1
pionós,6,1
ceannasacht,11,1
mbeifí,6,1
éadach,6,1
éadrócaireach,13,1
ionadaithe,10,1
chóir,5,1
cháile,6,1
mídhaonna,9,1
anoar,5,1
cheartas,8,1
neamhchiontach,14,1
dlítear,7,1
shannta,7,1
domhan,6,1
isteach,7,1
áirithe,7,1
réasúnach,9,1
éifeachtúil,11,1
Tionól,6,1
shoileas,8,1
srian,5,1
imthosca,8,1
iontaobhais,11,1
Ginerálta,9,1
mogha,5,1
imeacht,7,1
dír,3,1
dhníit,6,1
aire,4,1
nuachair,8,1
shealbhú,8,1
bheir,5,1
gcoitiantacht,13,1
bauidh,6,1
beidh,5,1
páirt,5,1
poiblí,6,1
meanmarc,8,1
dáon,4,1
dhínit,6,1
dhéanas,7,1
daorfar,7,1
neamhghníomh,12,1
dlíd,4,1
Cuirfear,8,1
fearr,5,1
faoina,6,1
cúiseofar,9,1
Dearthú,7,1
bean,4,1
toghchán,8,1
ann,3,1
inniúla,7,1
éisteacht,9,1
fhorbairt,9,1
chothrom,8,1
í,1,1
feidhm,6,1
phearsan,8,1
thíre,5,1
CHOITEANN,9,1
teideal,7,1
hiomláinte,10,1
coinníollacha,13,1
aois,4,1
neartú,6,1
díchell,7,1
pobail,6,1
mhaoin,6,1
fiúntais,8,1
bhí,3,1
céimíochta,10,1
tuigthe,7,1
Fairis,6,1
scíthe,6,1
eacnamíochta,12,1
tacú,4,1
bunadh,6,1
tsaorise,8,1
chéanna,7,1
teoranta,8,1
Chearta,7,1
ciontach,8,1
fíor,4,1
d´fhiacha,9,1
oblagáidí,9,1
dath,4,1
shásúil,7,1
tuarim,6,1
éagumais,8,1
chách,5,1
neamhaird,9,1
ascnaimh,8,1
CEARTA,6,1
gluaiseacht,11,1
lasmuigh,8,1
dlínsiúla,9,1
teacht,6,1
neart,5,1
tsórt,5,1
ráthaíos,8,1
forógartha,10,1
saorálach,9,1
iarbhír,7,1
coirthe,7,1
toirmeasctar,12,1
eagla,5,1
saorthoil,9,1
shláinte,8,1
orthu,5,1
contrártha,10,1
sean,4,1
mheas,5,1
cead,4,1
liachta,7,1
dhí,3,1
dhéanamh,8,1
sásúla,6,1
chosanta,8,1
poiliticiúla,12,1
tuiscint,8,1
gné,3,1
chainte,7,1
machnaimh,9,1
éineacht,8,1
d'áirithiú,10,1
Preamble,8,1
Anois,5,1
d'fhorbairt,11,1
féidir,6,1
chaomhnadh,10,1
aonar,5,1
thábhachtach,12,1
ghealltanais,12,1
chomhfreagras,13,1
nochtuithe,10,1
comhchoiteann,13,1
gcruthaítear,12,1
láthair,7,1
sháraíos,8,1
rugadh,6,1
bhallóid,8,1
fear,4,1
coimeádfar,10,1
DEARBHÚ,7,1
chomhalta,9,1
dlíonn,6,1
sóisialacha,11,1
ngach,5,1
teanga,6,1
dligh,5,1
bhrthreachais,13,1
toghtar,7,1
theaghlach,10,1
laistigh,8,1
éifeachtach,11,1
shaol,5,1
obair,5,1
chúiseamh,9,1
caomhaint,9,1
haghaidh,8,1
uaireannta,10,1
léir,4,1
haon,4,1
aird,4,1
aisce,5,1
bhótála,7,1
shaoirsí,8,1
d'fhiolsiú,10,1
neamhchlaon,11,1
baintreachais,13,1
len,3,1
dunie,5,1
mheáin,6,1
díreach,7,1
buíon,5,1
forlamhach,10,1
comhdhaonnachta,15,1
ndéanfaid,9,1
smaointe,8,1
coinsiasa,9,1
dtíortha,8,1
chomhalladh,11,1
theannta,8,1
gcás,4,1
céimeanna,9,1
gairmiúil,9,1
gcrích,6,1
tsíocháin,9,1
dtrail,6,1
Uile,4,1
phearsa,7,1
shamhail,8,1
cur,3,1
rinneadh,8,1
luach,5,1
saor,4,1
chomhlachas,11,1
riachtanach,11,1
páigh,5,1
abhar,5,1
leasa,5,1
beirte,6,1
bhriogaireachta,15,1
phearsantachta,14,1
rochtain,8,1
marthana,8,1
Dearbhú,7,1
shásamh,7,1
ceaqrt,6,1
thoghadh,8,1
forógrainn,10,1
choinsiasa,10,1
barbartha,9,1
dochuspóirí,11,1
shaoirse,8,1
n'aire,6,1
gcion,5,1
theathlach,10,1
breith,6,1
scaoileadh,10,1
bhinse,6,1
ghearrtha,9,1
dó,2,1
hoibre,6,1
easpa,5,1
féadfar,7,1
d'iompar,8,1
ionsaí,6,1
bpósadh,7,1
teicniúil,9,1
deas,4,1
sóisalach,9,1
sítheoilte,10,1
inphíonois,10,1
chinneadar,10,1
réasúin,7,1
dhó,3,1
aim,3,1
gealltanas,10,1
fhoras,6,1
uaisle,6,1
chomhchaighdeán,15,1
chothú,6,1
dhéanta,7,1
troime,6,1
amhgar,6,1
mbaineann,9,1
